Me,Address,Count,Continent,sov_a3,Country,Mcount,Description,FeatureCount,Fee,longtitude,latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,MuseumLoctation,MuseumTopic,Color,,,,,ColorCode
,"Corso Castelvecchio 2, 37121, Verona, Italy",397,Europe,ITA,Italy,37,This impressive castle built in the 14th century houses a fine art gallery.,2,NA,10.9880899,45.4393315,NA,Museo di Castelvecchio,0039 45 8062611,9,4.5,"1,888",180,Castles,History,Black,,,,,
2,"1-2-1 Hirosaka, Kanazawa 920-8509, Ishikawa Prefecture",122,Asia,JPN,Japan,31,,0,NA,136.658258,36.5608672,NA,21st Century Museum of Contemporary Art,+81 76-220-2800,9,4,"1,216",165,Museums,Art,Orange,,,,,
,"2-3-4 Shinko, Naka-ku, Yokohama 231-0001, Kanagawa Prefecture",122,Asia,JPN,Japan,31,,0,NA,139.638758,35.4554814,NA,Cupnoodles Museum,+81 45-345-0918,9,4,950,423,Museums,Food,Brown,,,,,
,"909 Sengokuhara, Ashigarashimo-gun, Hakone-machi 250-0631 , Kanagawa Prefecture",122,Asia,JPN,Japan,31,,0,NA,139.013233,35.2668665,NA,Little Prince Museum,+81 460-86-3700,9,4,322,91,Museums,History,Black,,,,,
1,"Bodestrasse 1-3, 10178 Berlin, Germany",397,Europe,DEU,Germany,30,"This internationally renowned ancient history museum contains several fantastic artifacts, including the huge Altar of Zeus and the famous Ishtar Gate from Babylon.",7,Yes ,13.3988335,52.5194895,2-3 hours ,Pergamon Museum,30-2090 5577,9,4.5,"13,459",722,Museums,Art,Orange,,,,,
,"958 Ferry Rd | Hangar T-2, Winnipeg, Manitoba R3H 0Y8, Canada",311,North America,CAN,Canada,18,"Winnipeg's Aviation Museum -- dedicated to the preservation, restoration and display of Canada's unique aviation heritage from the golden age of bush flying.",0,NA,-97.218838,49.8960445,NA,Royal Aviation Museum of Western Canada,+1 204-786-5503,9,4.5,223,169,Museums,Military,Blue,,,,,
,"Arendals Skans | Arendal, Gothenburg 405 08, Sweden",397,Europe,SWE,Sweden,11,"A JOURNEY THROUGH VOLVO'S HISTORY Welcome to a world of iconic car models, groundbreaking innovations and imaginative prototypes. At Volvo Museum you can take a trip through Volvo's history and heritage, all the way from the start in 1927. Our collection encompasses a wide range of passenger cars, buses and heavy trucks as well as marine engines and construction equipment. But you don't have to be a petrolhead (or a dieselhead for that matter) to appreciate Volvo Museum. There's lots for everybody to experience - whether you want to learn about a unique piece of Swedish 20th century history or just want to be nostalgic about the good old times. And the youngest ones will enjoy the childrens' car -- a classic Volvo to play around in.",0,NA,11.8194607,57.6961227,NA,Volvo Museum,+46 31 66 48 14,9,4.5,510,115,Museums,History,Black,,,,,
,"Huk Aveny 35, Oslo 0287, Norway",397,Europe,NOR,Norway,10,The Viking Ship Museum houses best preserved Viking ship in the world. These ocean-going vessels were drawn on shore and used at burial ships. The Museum also displays some of the fantastic gifts that were given to the deceased to use in the afterlife. ,1,NA,10.6849079,59.904593,NA,The Viking Ship Museum,+47 22 13 52 80,9,4.5,"5,076",386,Museums,History,Black,,,,,
,"Paul Sacher-Anlage 2, Basel 4058, Switzerland",397,Europe,CHE,Switzerland,10,,0,NA,7.6117053,47.5588139,NA,Jean Tinguely Museum,061 681 93 20,9,4.5,507,134,Museums,Art,Orange,,,,,
,"route de Malagnou 1, Geneva 1208, Switzerland",397,Europe,CHE,Switzerland,10,,0,NA,6.1583214,46.198895,NA,Museum of Natural History (Museum d'Histoire naturelle),(0)22 418 63 00,9,4.5,408,139,Museums,Natural History,Green,,,,,
,"ul. Lipowa 4, Krakow 30-702, Poland",397,Europe,POL,Poland,8,"Housed in the former administrative building of Oskar Schindler factory, Emalia, is a museum that tells the story of Schindler and the Jewish prisoners of Plaszow who were the inspiration for Steven Spielberg's hit movie, ""Schindler's List.""",4,Yes ,19.9621291,50.0473678,2-3 hours ,Oskar Schindler's Factory,+48 12 257 10 17,9,4.5,"8,505",235,Museums,History,Black,,,,,
,"Na Phra Lan Rd | Ratsadakorn-Bhibhathana Building, The Grand Palace, Bangkok 10200, Thailand",122,Asia,THA,Thailand,8,"Located to the right of the visitors entrance to the Grand Palace, the Queen Sirikit Museum of Textiles collects, displays, preserves, and serves as a centre for textiles from East, South, and Southeast Asia with an emphasis on Thailand and its royal court. The QSMTembodies Her Majestys efforts to preserve Thailands textile artsfor future generations. Exhibitions change periodically",0,NA,100.498679,13.7560243,<1 hour ,Queen Sirikit Museum of Textiles,+66 2 225 9420,9,4,383,78,Gift & Specialty Shops,Art,Orange,,,,,
,"119 Grafton Street | (Opposite Trinity College), Dublin DUBLIN 2, Ireland",397,Europe,IRL,Ireland,7,"Welcome to the Irish Whiskey Museum, the first Irish whiskey museum in the world! The museum depicts the origins of Irish whiskey, its rise to glory, the dramatic fall, and of course, current revival of new Irish whiskeys. With an exclusive collection of Irish whiskey memorabilia dating back to the 1800s, blended with a modern twist, this is one memory you are sure to enjoy! Opening Hours: 10:00 am - 18:00 pm First Tour: 10:30 am Last Tour: 18:00 pm",0,,-6.259536,53.3443,1-2 hours ,Irish Whiskey Museum,+353 1 525 0970,9,4.5,"2,101",480,Museums,Food,Brown,,,,,
,"Seminario 8 | Centro Histrico, Mexico City 06060, Mexico",311,North America,MEX,Mexico,6,The ruins of the temple the Aztecs believed to be center of the universe.,3,Yes ,-99.131884,19.4342438,1-2 hours ,Museo del Templo Mayor,52 5 5424784,9,4.5,"2,529",463,Ancient Ruins,History,Black,,,,,
,"Hotelera Cancun Quintana Roo Blvd. Kukulcan Km 16. 5, Zona | Esq. Gucumatz, Cancun 77500, Mexico",311,North America,MEX,Mexico,6,,4,NA,-86.817013,21.1295466,1-2 hours ,Museo Maya de Cancun,(998) 885 38 42 y 43,9,4.5,"1,683",141,Museums,History,Black,,,,,
,"Avenida Del Libertador 1473, Buenos Aires C1425AAA, Argentina",22,South America,ARG,Argentina,3,Theres no fee to enter this fine museum housing significant works of the European masters from pre-Renaissance days to the present and a vast collection of 19th- and 20th-century Argentine sculptures and paintings.,3,NA,-58.39297,-34.583986,NA,Museo Nacional de Bellas Artes,+54 52889900,9,4.5,"4,476",656,Museums,Art,Orange,,,,,
,"Cirilometodska 2, Zagreb 10000, Croatia",397,Europe,HRV,Croatia,3,Winner of Kenneth Hudson award 2011 for the most innovative museum in Europe.,0,NA,15.9734339,45.8150194,NA,Museum of Broken Relationships,-4488,9,4,"2,103",190,Museums,Art,Orange,,,,,
,"A. Weizenbergi 34 | Valge 1, Tallinn 10127, Estonia",397,Europe,EST,Estonia,3,,0,NA,24.7964066,59.4362353,1-2 hours ,Kumu Art Museum,+372 602 6000,9,4.5,596,276,Historic Sites,Art,Orange,,,,,
,"1400 S Lake Shore Dr, Chicago, IL 60605-2827",311,North America,USA,Unite States,,"One of America's premier natural history museums, the Field's ""Live over Time"" exhibit now houses ""Sue,"" the largest and most complete Tyrannosaurus rex ever discovered.",4,Yes ,-87.616986,41.8661733,More than 3 hours ,The Field Museum,312 922 9410,9,4.5,"5,500",614,Museums,Natural History,Green,,,,,
,"300 S 5th St, Waco, TX 76701-2115",311,North America,USA,Unite States,,"A museum dedicated to the nation's oldest major soft drink - Dr Pepper! We offer three floors of exhibits featuring information about many different soft drinks, as well as a carefully curated selection of our massive soft drink memorabilia collection. Exhibits change regularly! You can visit our soda fountain and gift shop any time without paying admission. Photo ops outside the Museum include a Dr Pepper Green 1940s delivery truck, one of three original neon signs from the Mockingbird Plant in Dallas, and a hand-painted advertising sign original to the site. Of course the front of the Museum building itself is visitors' favorite photo location. We are a two block walk from Magnolia Market and the famous silos, and about half a mile from the newest restaurants including Torchy's Tacos and In-N-Out Burger.",0,NA,-97.128897,31.5547645,1-2 hours ,Dr Pepper Museum,+1 254-757-1025,9,4,631,55,Museums,Food,Brown,,,,,
,"50 E Freedom Way, Cincinnati, OH 45202-3413",311,North America,USA,Unite States,,"Located in Cincinnati, Ohio, the National Underground Railroad Freedom Center stands as the nation's newest monument to freedom. It brings to life the importance - and relevance - of struggles for freedom around the world and throughout history, including today. ",0,NA,-84.511239,39.0976238,NA,National Underground Railroad Freedom Center,513 333 7500,9,4.5,620,163,Museums,History,Black,,,,,
,"6000 N New Braunfels Ave, San Antonio, TX 78209-4618",311,North America,USA,Unite States,,"A huge Mediterranean-style mansion that houses over 10,000 paintings, sculptures and prints.",1,Yes ,-98.456748,29.4855158,1-2 hours ,McNay Art Museum,210 824 5368,9,4.5,614,255,Museums,Art,Orange,,,,,
,"4672 First Flight Dr, Charlotte, NC 28208-5770",311,North America,USA,Unite States,,,0,NA,-80.930091,35.219796,NA,Carolinas Aviation Museum,(704) 359-8442,9,4.5,407,165,Museums,Transportation,#bf7000,,,,,
,"3101 N Fort Valley Rd, Flagstaff, AZ 86001-8348",311,North America,USA,Unite States,,"One of the great regional museums of our world, surrounded by tremendous geological, biological, and cultural resources in one of Earth's most spectacular landscapes. With a long and illustrious history, MNA evokes the very spirit of the Colorado Plateau and serves as a gateway to understanding this unique region. Whatever your time frame, this museum will enhance your experience of the richly diverse cultures, landscapes, and ecology of the Plateau. Nine permanent and changing exhibit galleries present Native cultures, tribal lifeways, natural sciences, and fine arts. Ventures and custom tours explore the Four Corners Region of the American Southwest. Award-winning Museum Shop & Bookstore onsite. Self-guided Rio de Flag Nature Trail.",0,NA,-111.66562,35.2344992,NA,Museum of Northern Arizona,1.93E+10,9,4.5,365,96,Museums,Natural History,Green,,,,,
,"2000 E Cary St, Richmond, VA 23223-7032",311,North America,USA,Unite States,,"Founded to educate the community about the tragedies of the Holocaust, the Virginia Holocaust Museum strives to memorialize and document the atrocities of World War II. Through exhibits, programming, and outreach, the Museum uses the history of genocide to teach the dangers of prejudice and indifference.",0,NA,-77.425973,37.5309106,NA,Virginia Holocaust Museum,+1 804-257-5400,9,4.5,265,160,Museums,History,Black,,,,,
,"408 Mason Ct, Fort Collins, CO 80524-4421",311,North America,USA,Unite States,,,0,NA,-105.0781,40.5934071,NA,Fort Collins Museum of Discovery,970-221-6738,9,4.5,152,102,Museums,History,Black,,,,,
,"Bridge St., Manchester M3 3ER, England",397,Europe,GBR,England,79,This history museum chronicles the lives of Manchester's working people during the past one hundred years.,3,No ,-2.250053,53.4811525,1-2 hours ,People's History Museum,44 161 839 6061,10,4.5,660,163,Museums,History,Black,,,,,
,"Coventry Road | Bickenhill, Solihull, Birmingham B92 0EJ, England",397,Europe,GBR,England,79,"The National Motorcycle Museums award winning facilities provides a truly unique venue for your conference, seminar, banquet or function. Breathtaking displays of literally hundreds of fully restored British motorcycles are on hand to provide an extra attraction to your delegates. We aim to offer more than a unique venue, however. We know that the success of any function is dependent upon the backing and support of an experienced and caring staff. 13 luxuriously appointed and newly renovated suites, ranging from just 5 to up to 1000 delegates offer the flexibility to suite most requirements. The National Motorcycle Museum is at the hub of the countrys motorway system and rail network, with Birmingham International railway station just five-minutes taxi ride away. Access from everywhere within the UK is direct and overseas visitors praise the excellent international services provided at Birmingham Airport, which is less than two miles in distance away. The National Exhibition Centre is also near the Museum complex and we offer vast car parking facilities.Many of our clients are blue-chip companies from home and overseas. They come back to us time after time  we know you will too, and look forward to seeing you to discuss your requirements in the near future.",2,NA,-1.7299969,52.4441796,NA,National Motorcycle Museum,44-121-704-2784,10,4.5,555,266,Museums,Transportation,#bf7000,,,,,
,"Piazzale del Museo Borghese 5, 00197 Rome, Italy",397,Europe,ITA,Italy,37,"The Museum in the beautiful setting of Villa Borghese in Rome preserves sculptures, reliefs and ancient mosaics, and paintings and sculptures from the fifteenth to the eighteenth century. The collection, made up initially by Cardinal Scipione Borghese in the early seventeenth century, preserves masterpieces of Antonello da Messina, Giovanni Bellini, Raffaello, Tiziano, Correggio, Caravaggio and beautiful sculptures of Gian Lorenzo Bernini and Canova.",5,Yes ,12.4896275,41.9117663,2-3 hours ,Borghese Gallery,+39 06 32810,10,4.5,"10,886","1,262",Museums,Art,Orange,,,,,
1,"13089 Berlin, Germany",397,Europe,DEU,Germany,30,,11,NA,13.442009,52.5686844,More than 3 hours ,Museum Island,+49 (0) 30 / 266424242,10,4.5,"5,727",722,Points of Interest & Landmarks,History,Black,,,,,
